id	text	class_label
17749	Simple to install, simple to use. I agree with the comments below, you should explain the privacy matter in more details to technically illiterate people. Also, auto activation once or twice a day would make so much sense.	0
17750	Either it doesn't work or nobody has it... since the 20th of October (it is now the 1st of Nov) I have had 2 notifications (checks), 1 of which are my partner. Pointless.	1
17751	It's not working , stopped at the Alhosn word and nothing more	1
17752	This app is to sniff after you and control your movement jesus!	1
17753	I cannot get OTP, it keeps telling me network not available. I used on both wifi and data but nothing worked.	1
17754	Excellent	0
17755	CVE 2020-0022 google it before installing	1
17756	Can't accept my nric issue date ....	1
17757	Terrible communication regarding the use of location permissions and having to have location turned on.	1
17758	Works a treat and much better than using the browser. Hasn't been draining my battery either so that must have been resolved. Good work!	0
17759	Not updating .. still old result ...	1
17760	Good	0
17761	Good	0
17762	Good app	0
17763	Unable to register in the app.Whether QID is mandatory while registration.What about persons who doesn't have QID's(i.e Visiting Visa and On Arrival Visa holders) to register in the App.	1
17764	Good app	0
17765	Drained my phone battery	1
17766	Good	0
17767	Gud One	0
17768	It was good	0
17769	good	0
17770	Requires location service / GPS enabled even though the app itself does not use it.	1
17771	Unistalled after phone update as it wasn't staying connected on blue tooth. Did a factory reset downloaded app again and can't get past getting a pin, can't do my part to help if the app won't allow me to register	1
17772	Works away in back ground.	0
17773	It is not updating.	1
17774	Excellent design and privacy elements taken care of. Great app, let's hope that many will install it	0
17775	It useless I can't register age	1
17776	Very good app ,and very useful application	0
17777	Doesn't tell me when there is a positive case around me \u2639\ufe0f	1
17778	App tells me to turn on my Bluetooth while Bluetooth is on and app have full permission to utilize it.	1
17779	When I want to issue a permit it shows me that I need to activate location which is already activated ......	1
17780	Why not open	1
17781	Super	0
17782	Good	0
17783	The use of Bluetooth was disruptive in the 1st version: if you were listening to music using a Bluetooth speaker, for instance, there was a 3 to 5 seconds pause every time you were in contact with someone using the same app. Very annoying! This new version has fixed this and the interruption is now very brief, 1 second or a bit less. Congrats to the dev team! I still hit a minor issue: my phone# was rejected when I tried to register. Closing and opening the app fixed the glitch.	1
17784	Unable to recieved OTP.	1
17785	1st time trying out TraceTogether scanner but got a message “not a safe entry QR Code”... but when revert back to normal QR scanner the same QR works!\nApp not compatible with all Safe Entry QR?	1
17786	I can't register to this app	1
17787	Basically another app to keep tabs on all of us.	1
17788	Very good	0
17789	Can't find any other way to contact the Coronalert team. I have a question: if my phone is sitting for 1h in a locker (e.g. at sports centre) and it catches the phone of a positive case, will the app flag me as a risk or will it somehow "understand" the situation? Why wouldn't the app reveal the WHEN of a potential contamination ? that would enable me to understand at least that it was in those circumstances? And don't tell me the obvious, to turn bt on and off as I will certainly forget...	1
17790	Disgusting apps	1
17791	Very good app	0
17792	Great	0
17793	Ver good idea to monitor & track people during COVID-19 issue	0
17794	Can i login without emirates id	1
17795	The theory behind the app is great, but it needs to work properly. The notification symbol my phone keeps disappearing, does this mean it's not on and working?	0
17796	Many times when using the safe entry option I get an error saying not a valid QR code. But if I switch to my phone camera it works perfectly. So there is some problem with the QR scanning on some codes. Also many times I scan a code and the app just gets stuck with spinning blue circle. This seems to happen a lot when I've done safe entry once and then do it again for a second place soon after (eg first safe entry is a mall, second safe entry is a shop within the mall). App not really up to standard at the moment because of these problems, and I am sure it's the app only as using phone camera and web-based safe entry works fine.	1
17797	Good	0
17798	App crash. Can't open apps it's crash always	1
17799	Thank you	0
17800	Good App	0
17801	can't really tell if it works - should be a displayed count of people you've been in contact with to show it's working. Need an "i think i have it but haven't been tested" option - I'm sure many won't bother with a test. wasn't sure it had correct permissions - on android 10 there is option of permission only while app is open in foreground - which obvs is no good for this, and if i open the app it often says initially that it isn't active!	1
17802	I've downloaded the app and to my surprise all traces of the covid19 has left my body I have never felt this secure ever since the sgsecure app summoned thanos to snap my bullies away. Now sg is safe from crime and is also prepared for diseases good job sg	0
